price,address,suburb,bedrooms,bathrooms,parking,property_type,link,price_numeric
"$695,000","11/243a Old South Head Road, BONDINSW2026",Bondi,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/11-243a-old-south-head-road-bondi-nsw-2026-2020104067?topspot=1,695000.0
"$3,000,000","275 Bondi Road, BONDINSW2026",Bondi,2,2,2,Block of units,https://www.domain.com.au/275-bondi-road-bondi-nsw-2026-2019893314?topspot=1,3000000.0
Contact Agent,"12/15-17 Denham Street, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/12-15-17-denham-street-bondi-nsw-2026-2020119896,
Contact Agent,"5/240-242 Bondi Road, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/5-240-242-bondi-road-bondi-nsw-2026-2020119835,
"$2,750,000","5605/34 Wellington Street, BONDINSW2026",Bondi,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/5605-34-wellington-street-bondi-nsw-2026-2020096567,2750000.0
Contact Agent,"7/17 Penkivil Street, BONDINSW2026",Bondi,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/7-17-penkivil-street-bondi-nsw-2026-2020095045,
"$1,400,000","6/211-221 Old South Head Road, BONDINSW2026",Bondi,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/6-211-221-old-south-head-road-bondi-nsw-2026-2020033489,1400000.0
"$1,695,000","7/24-32 Flood Street, BONDINSW2026",Bondi,2,2,1,Retirement Living,https://www.domain.com.au/7-24-32-flood-street-bondi-nsw-2026-2020002991,1695000.0
Contact Agent,"10 + 12 Penkivil Street, BONDINSW2026",Bondi,19,9,5,House,https://www.domain.com.au/10-12-penkivil-street-bondi-nsw-2026-2019917630,
"$3,000,000","275 Bondi Road, BONDINSW2026",Bondi,2,2,2,Block of units,https://www.domain.com.au/275-bondi-road-bondi-nsw-2026-2019893314,3000000.0
Contact Agent,"2/10 Moore Street, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2-10-moore-street-bondi-nsw-2026-2019414032,
"$1,150,000","5/211 Old South Head Road, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/5-211-old-south-head-road-bondi-nsw-2026-2019964968,1150000.0
"$670,000","7/162 Bondi Road, BONDINSW2026",Bondi,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/7-162-bondi-road-bondi-nsw-2026-2019900704,670000.0
"$2,795,000","23 Ocean Street North, BONDINSW2026",Bondi,3,2,0,House,https://www.domain.com.au/23-ocean-street-north-bondi-nsw-2026-2019805350,2795000.0
"$3,800,000 - $4,000,000","2102/30 Wellington Street, BONDINSW2026",Bondi,3,2,2,Townhouse,https://www.domain.com.au/2102-30-wellington-street-bondi-nsw-2026-2019911088,3800000.0
"$1,050,000","11/332 Bondi Road, BONDINSW2026",Bondi,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/11-332-bondi-road-bondi-nsw-2026-2019908568,1050000.0
"$1,985,000","10/315 Bondi Road, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/10-315-bondi-road-bondi-nsw-2026-2019910077,1985000.0
"$1,015,000","21/211 Old South Head Road, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/21-211-old-south-head-road-bondi-nsw-2026-2019916420,1015000.0
"$1,232,000","3C/39-41 Penkivil Street, BONDINSW2026",Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3c-39-41-penkivil-street-bondi-nsw-2026-2019948234,1232000.0
"$695,000","11/243a Old South Head Road, BONDINSW2026",Bondi,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/11-243a-old-south-head-road-bondi-nsw-2026-2020104067,695000.0
Contact Agent,"1609/20 Ocean St North, BONDINSW2026",Bondi,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1609-20-ocean-st-north-bondi-nsw-2026-2020096550,
"For Sale $1,995,000","34/53-63 Penkivil Street, BONDINSW2026",Bondi,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/34-53-63-penkivil-street-bondi-nsw-2026-2019933897,1995000.0
For Sale $2.1m - 2.2m,"9/285-295 Bondi Road, BONDINSW2026",Bondi,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/9-285-295-bondi-road-bondi-nsw-2026-2019015084,2100000.0
Contact Agent,"3/31 Hollywood Avenue, BONDI JUNCTIONNSW2022",Bondi Junction,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-31-hollywood-avenue-bondi-junction-nsw-2022-2020121075,
Auction,"3/126-128 Murriverie Road, NORTH BONDINSW2026",North Bondi,2,1,2,Apartment / Unit / Flat,https://www.domain.com.au/3-126-128-murriverie-road-north-bondi-nsw-2026-2020117583,
Price Guide $1.45m,"403/59 Oxford Street, BONDI JUNCTIONNSW2022",Bondi Junction,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/403-59-oxford-street-bondi-junction-nsw-2022-2019893791,1450000.0
Contact Agent,"55 Ruthven Street, BONDI JUNCTIONNSW2022",Bondi Junction,4,3,2,House,https://www.domain.com.au/55-ruthven-street-bondi-junction-nsw-2022-2020111016,
"For Sale $2,095,000","53/257 Oxford Street, BONDI JUNCTIONNSW2022",Bondi Junction,3,2,3,Apartment / Unit / Flat,https://www.domain.com.au/53-257-oxford-street-bondi-junction-nsw-2022-2019921226,2095000.0
Contact Agent,"7/40B Birriga Road, BELLEVUE HILLNSW2023",Bellevue Hill,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/7-40b-birriga-road-bellevue-hill-nsw-2023-2020076321,
Contact Agent,"11/186-188 Victoria Road, BELLEVUE HILLNSW2023",Bellevue Hill,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/11-186-188-victoria-road-bellevue-hill-nsw-2023-2020047457,
"For Sale $2,095,000","56 Warners Avenue, NORTH BONDINSW2026",North Bondi,7,4,2,House,https://www.domain.com.au/56-warners-avenue-north-bondi-nsw-2026-2020025074,2095000.0
Contact Agent,"1405/2A Henrietta Street, WAVERLEYNSW2024",Waverley,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/1405-2a-henrietta-street-waverley-nsw-2024-2020067073,
Contact agent for more details.,"5 Boronia Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,5,3,4,House,https://www.domain.com.au/5-boronia-road-bellevue-hill-nsw-2023-2020065966,
Auction,"3/2 Victoria Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-2-victoria-road-bellevue-hill-nsw-2023-2020065234,
Contact Agent Offers welcome,"3/233 O'Sullivan Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,3,2,1,New apartments / off the plan,https://www.domain.com.au/3-233-o-sullivan-road-bellevue-hill-nsw-2023-2020044645,
Contact Agent,"5/4 Birriga Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,3,1,0,Apartment / Unit / Flat,https://www.domain.com.au/5-4-birriga-road-bellevue-hill-nsw-2023-2020043923,
Auction,"2/140 Hastings Parade, NORTH BONDI NSW 2026",NORTH BONDI,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/2-140-hastings-parade-north-bondi-nsw-2026-2020041038,
Auction,"28 Rickard Avenue, BONDI BEACH NSW 2026",BONDI BEACH,3,1,0,Semi-detached,https://www.domain.com.au/28-rickard-avenue-bondi-beach-nsw-2026-2020041037,
Contact Agent,"75-77 O'Donnell Street, NORTH BONDI NSW 2026",NORTH BONDI,4,2,2,House,https://www.domain.com.au/75-77-o-donnell-street-north-bondi-nsw-2026-2019984370,
"Buyers Guide $4,750,000","1401/300 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/1401-300-oxford-street-bondi-junction-nsw-2022-2019980844,4750000.0
Contact Agent,"103/59 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,0,1,0,Studio,https://www.domain.com.au/103-59-oxford-street-bondi-junction-nsw-2022-2019969312,
POA,"98 Newland Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,1,0,House,https://www.domain.com.au/98-newland-street-bondi-junction-nsw-2022-2019947093,
Contact Agent,"8 Palmerston Avenue, BRONTE NSW 2024",BRONTE,8,4,0,Block of units,https://www.domain.com.au/8-palmerston-avenue-bronte-nsw-2024-2019943010,
Contact Agent,"2E Bulkara Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,6,8,4,House,https://www.domain.com.au/2e-bulkara-road-bellevue-hill-nsw-2023-2019925509,
Contact Agent,"1005/310-330 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/1005-310-330-oxford-street-bondi-junction-nsw-2022-2019925478,
Inspect 12.45 - 1.30pm Saturday,"499 Bronte Road, BRONTE NSW 2024",BRONTE,5,5,4,House,https://www.domain.com.au/499-bronte-road-bronte-nsw-2024-2019896219,12.45
Contact Agent,"32/20 Illawong Avenue, TAMARAMA NSW 2026",TAMARAMA,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/32-20-illawong-avenue-tamarama-nsw-2026-2019814411,
Auction,"702/63 Hall Street, BONDI BEACH NSW 2026",BONDI BEACH,4,3,2,Apartment / Unit / Flat,https://www.domain.com.au/702-63-hall-street-bondi-beach-nsw-2026-2019826589,
Expressions of Interest,"4/1a Benelong Crescent, BELLEVUE HILL NSW 2023",BELLEVUE HILL,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/4-1a-benelong-crescent-bellevue-hill-nsw-2023-2019438968,
Contact Agent,"5307/34 Wellington Street, BONDI BEACH NSW 2026",BONDI BEACH,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/5307-34-wellington-street-bondi-beach-nsw-2026-2019788004,
$7M - $7.5M,"129 O'Sullivan Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,6,4,2,House,https://www.domain.com.au/129-o-sullivan-road-bellevue-hill-nsw-2023-2019755260,7000000.0
Contact Agent,"383 Bronte Road, BRONTE NSW 2024",BRONTE,4,3,2,House,https://www.domain.com.au/383-bronte-road-bronte-nsw-2024-2019730435,
Contact Agent,"16/226-232 Bronte Road, WAVERLEY NSW 2024",WAVERLEY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/16-226-232-bronte-road-waverley-nsw-2024-2019243688,
Private Treaty,"901/306 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/901-306-oxford-street-bondi-junction-nsw-2022-2019612466,
Contact Agent,"Apt 5/117 O'Sullivan Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/apt-5-117-o-sullivan-road-bellevue-hill-nsw-2023-2018964108,
"$3,900,000","588 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/588-oxford-street-bondi-junction-nsw-2022-2019115129,3900000.0
Expressions Of Interest,"16 Tamarama Marine Drive, BRONTE NSW 2024",BRONTE,4,5,2,House,https://www.domain.com.au/16-tamarama-marine-drive-bronte-nsw-2024-2019090949,
Expressions Of Interest,"252 Campbell Parade, BONDI BEACH NSW 2026",BONDI BEACH,4,4,2,House,https://www.domain.com.au/252-campbell-parade-bondi-beach-nsw-2026-2018999458,
Price on Application,"3/34 Birriga Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/3-34-birriga-road-bellevue-hill-nsw-2023-2020090327,
Contact Agent,"1905/253 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/1905-253-oxford-street-bondi-junction-nsw-2022-2020088862,
Contact Agent,"A403/2 Nelson Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/a403-2-nelson-street-bondi-junction-nsw-2022-2020084443,
Auction 9th August,"207B/91 Old South Head Road, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/207b-91-old-south-head-road-bondi-junction-nsw-2022-2020084027,9.0
"For Sale - $1,600,000","1301/251 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1301-251-oxford-street-bondi-junction-nsw-2022-2020083220,
Auction 12th July,"4/85 Glenayr Avenue, NORTH BONDI NSW 2026",NORTH BONDI,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/4-85-glenayr-avenue-north-bondi-nsw-2026-2020079750,12.0
"Guide $1,650,000 - Auction 26th July","11/19 Denham Street, BONDI BEACH NSW 2026",BONDI BEACH,3,1,1,Apartment / Unit / Flat,https://www.domain.com.au/11-19-denham-street-bondi-beach-nsw-2026-2020061958,1650000.0
Contact Agent,"25 Murray Street, BRONTE NSW 2024",BRONTE,3,1,4,House,https://www.domain.com.au/25-murray-street-bronte-nsw-2024-2020061901,
Auction,"401/208 Old South Head Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/401-208-old-south-head-road-bellevue-hill-nsw-2023-2020055394,
"For Sale $3,900,000","1401/251 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,4,2,2,Apartment / Unit / Flat,https://www.domain.com.au/1401-251-oxford-street-bondi-junction-nsw-2022-2020030105,3900000.0
Contact Agent,"24/10 Henrietta Street, WAVERLEY NSW 2024",Waverley,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/24-10-henrietta-street-waverley-nsw-2024-2020027844,
Contact Agent,"3/29 Benelong Crescent, BELLEVUE HILL NSW 2023",Bellevue Hill,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/3-29-benelong-crescent-bellevue-hill-nsw-2023-2020025768,
Under offer,"3/3 Ocean Street, NORTH BONDI NSW 2026",North Bondi,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-3-ocean-street-north-bondi-nsw-2026-2020024842,
Contact Agent,"3/73 Birrell Street, QUEENS PARK NSW 2022",Queens Park,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3-73-birrell-street-queens-park-nsw-2022-2019804825,
"$5,450,000","4 PROSPECT STREET, WAVERLEY NSW 2024",Waverley,8,4,0,Block of units,https://www.domain.com.au/4-prospect-street-waverley-nsw-2024-2019999667,5450000.0
Contact Agent,"7/268 Old South Head Road, BELLEVUE HILL NSW 2023",Bellevue Hill,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/7-268-old-south-head-road-bellevue-hill-nsw-2023-2019995493,
Price on request,"36A Pacific Street, BRONTE NSW 2024",Bronte,3,2,3,House,https://www.domain.com.au/36a-pacific-street-bronte-nsw-2024-2019994264,
For Sale,"13/11 Waverley Crescent, BONDI JUNCTION NSW 2022",Bondi Junction,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/13-11-waverley-crescent-bondi-junction-nsw-2022-2019992304,
For Sale - Contact Agent,"4/184 Old South Head Road, BELLEVUE HILL NSW 2023",Bellevue Hill,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/4-184-old-south-head-road-bellevue-hill-nsw-2023-2019505922,
Under offer,"10/20 Illawong Avenue, TAMARAMA NSW 2026",Tamarama,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/10-20-illawong-avenue-tamarama-nsw-2026-2019967881,
For Sale,"907/87 Oxford Street, BONDI JUNCTION NSW 2022",Bondi Junction,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/907-87-oxford-street-bondi-junction-nsw-2022-2019964681,
"Guide $830,000","1007/241 Oxford Street, BONDI JUNCTION NSW 2022",Bondi Junction,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1007-241-oxford-street-bondi-junction-nsw-2022-2019960624,830000.0
For Sale,"402/59 Oxford Street, BONDI JUNCTION NSW 2022",Bondi Junction,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/402-59-oxford-street-bondi-junction-nsw-2022-2019956512,
Contact Agent,"3 Yenda Avenue, QUEENS PARK NSW 2022",Queens Park,3,2,0,House,https://www.domain.com.au/3-yenda-avenue-queens-park-nsw-2022-2019953654,
Contact Agent,"7 Lamb Street, BELLEVUE HILL NSW 2023",Bellevue Hill,4,6,4,House,https://www.domain.com.au/7-lamb-street-bellevue-hill-nsw-2023-2019953450,
For Sale,"307/310-330 Oxford Street, BONDI JUNCTION NSW 2022",Bondi Junction,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/307-310-330-oxford-street-bondi-junction-nsw-2022-2019953037,
Contact Agent,"301/124 Campbell Parade, BONDI BEACH NSW 2026",Bondi Beach,4,4,2,New apartments / off the plan,https://www.domain.com.au/301-124-campbell-parade-bondi-beach-nsw-2026-2019933295,
Expressions of Interest | Contact Agent,"34a Victoria Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,6,5,6,House,https://www.domain.com.au/34a-victoria-road-bellevue-hill-nsw-2023-2019930302,
Auction,"Brighton Boulevard, BONDI BEACH NSW 2026",BONDI BEACH,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/brighton-boulevard-bondi-beach-nsw-2026-2019911189,
$1.78 million,"702/568 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/702-568-oxford-street-bondi-junction-nsw-2022-2019910055,1780000.0
Contact Agent,"Garden Residence 58 Bellevue Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/garden-residence-58-bellevue-road-bellevue-hill-nsw-2023-2019845807,
Contact Agent,"Sub-Penthouse 58 Bellevue Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,4,3,2,Apartment / Unit / Flat,https://www.domain.com.au/sub-penthouse-58-bellevue-road-bellevue-hill-nsw-2023-2019845925,
Contact Agent,"2/6A Francis Street, BONDI BEACH NSW 2026",BONDI BEACH,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2-6a-francis-street-bondi-beach-nsw-2026-2019843572,
Contact Agent,"203/300 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,0,1,0,Apartment / Unit / Flat,https://www.domain.com.au/203-300-oxford-street-bondi-junction-nsw-2022-2019590763,
"$1,985,000","105 Hewlett Street, BRONTE NSW 2024",BRONTE,4,3,2,House,https://www.domain.com.au/105-hewlett-street-bronte-nsw-2024-2019809320,1985000.0
For Sale,"1/5 Pacific Avenue, TAMARAMA NSW 2026",TAMARAMA,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/1-5-pacific-avenue-tamarama-nsw-2026-2019804263,
Expressions of Interest,"60 Victoria Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,8,7,4,House,https://www.domain.com.au/60-victoria-road-bellevue-hill-nsw-2023-2019777178,
Under Offer,"25 Birriga Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,17,12,12,House,https://www.domain.com.au/25-birriga-road-bellevue-hill-nsw-2023-2019769232,
"Price Guide $3,300,000","1601/568 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/1601-568-oxford-street-bondi-junction-nsw-2022-2019738477,3300000.0
"For Sale $17,000,000","2/8-10 Notts Avenue, BONDI BEACH NSW 2026",BONDI BEACH,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/2-8-10-notts-avenue-bondi-beach-nsw-2026-2019688967,17000000.0
"FOR SALE $2,175,000","9/9 Edward Street, BONDI BEACH NSW 2026",BONDI BEACH,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/9-9-edward-street-bondi-beach-nsw-2026-2019607305,2175000.0
As advertised or by appointment,"18 Tamarama Marine Drive, BRONTE NSW 2024",BRONTE,4,2,2,House,https://www.domain.com.au/18-tamarama-marine-drive-bronte-nsw-2024-2019559364,
Contact Agent,"87 Bronte Road, BONDI JUNCTION NSW 2022",BONDI JUNCTION,4,2,3,Terrace,https://www.domain.com.au/87-bronte-road-bondi-junction-nsw-2022-2019536887,
"$1,850,000","15/8 Jaques Avenue, BONDI BEACH NSW 2026",BONDI BEACH,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/15-8-jaques-avenue-bondi-beach-nsw-2026-2019332942,1850000.0
For Sale,"3/5 Pacific Avenue, TAMARAMA NSW 2026",TAMARAMA,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/3-5-pacific-avenue-tamarama-nsw-2026-2019306813,
"$1,075,000 - Contact agent","802/3 Gray Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/802-3-gray-street-bondi-junction-nsw-2022-2019221166,1075000.0
Guide $1.4M,"1007/109 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1007-109-oxford-street-bondi-junction-nsw-2022-2019097425,1400000.0
For Sale,"41/60 Drumalbyn Road, BELLEVUE HILL NSW 2023",BELLEVUE HILL,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/41-60-drumalbyn-road-bellevue-hill-nsw-2023-2019998556,
For Sale,"G273/71-85 Spring Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,0,0,1,Car space,https://www.domain.com.au/g273-71-85-spring-street-bondi-junction-nsw-2022-2020073438,
For Sale,"101/134-138 Campbell Parade, BONDI BEACH NSW 2026",BONDI BEACH,3,3,2,Apartment / Unit / Flat,https://www.domain.com.au/101-134-138-campbell-parade-bondi-beach-nsw-2026-2019917583,
For Sale,"Penthouse/134-138 Campbell Parade, BONDI BEACH NSW 2026",BONDI BEACH,3,3,2,New apartments / off the plan,https://www.domain.com.au/penthouse-134-138-campbell-parade-bondi-beach-nsw-2026-2019851667,
For Sale,"34-38 Hall Street, BONDI BEACH NSW 2026",BONDI BEACH,3,3,2,New apartments / off the plan,https://www.domain.com.au/34-38-hall-street-bondi-beach-nsw-2026-2019832556,
For Sale,"135-155 Curlewis Street, BONDI BEACH NSW 2026",BONDI BEACH,3,4,2,New apartments / off the plan,https://www.domain.com.au/135-155-curlewis-street-bondi-beach-nsw-2026-2019775376,
For Sale,"301/134-138 Campbell Parade, BONDI BEACH NSW 2026",BONDI BEACH,4,4,2,New apartments / off the plan,https://www.domain.com.au/301-134-138-campbell-parade-bondi-beach-nsw-2026-2019646040,
"$6,475,000","62 Murriverie Road, NORTH BONDI NSW 2026",NORTH BONDI,3,2,1,House,https://www.domain.com.au/62-murriverie-road-north-bondi-nsw-2026-2019487422,6475000.0
"$770,000","3/29-31 Waverley Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,0,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3-29-31-waverley-street-bondi-junction-nsw-2022-2019406069,770000.0
For Sale,"6/124 Campbell Parade, BONDI BEACH NSW 2026",BONDI BEACH,4,4,2,New apartments / off the plan,https://www.domain.com.au/6-124-campbell-parade-bondi-beach-nsw-2026-2019350488,
For Sale,"1-4/15 Francis Street, BONDI BEACH NSW 2026",BONDI BEACH,8,4,0,Block of units,https://www.domain.com.au/1-4-15-francis-street-bondi-beach-nsw-2026-2020044385,
"$1,650,000","91/177 Bellevue Rd, BELLEVUE HILL NSW 2023",BELLEVUE HILL,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/91-177-bellevue-rd-bellevue-hill-nsw-2023-2020021872,1650000.0
Contact Agent,"178 Birrell Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,1,1,House,https://www.domain.com.au/178-birrell-street-bondi-junction-nsw-2022-2019911332,
Contact Agent,"5/38-40 Macpherson, BRONTE NSW 2024",BRONTE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/5-38-40-macpherson-bronte-nsw-2024-2019861037,
Offers Welcome,"502/3-9 Gray Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/502-3-9-gray-street-bondi-junction-nsw-2022-2019859830,
Price guide $2.3M,"702/300 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/702-300-oxford-street-bondi-junction-nsw-2022-2019493277,2300000.0
Contact Agent,"22 Mackenzie St, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,0,House,https://www.domain.com.au/22-mackenzie-st-bondi-junction-nsw-2022-2020119228,
"For Sale $1,350,000","802/59 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/802-59-oxford-street-bondi-junction-nsw-2022-2020016729,1350000.0
"Inspection Thu 17 Jul, 11:30am","703/33-37 Waverley Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/703-33-37-waverley-street-bondi-junction-nsw-2022-2019932288,17000000.0
"$460,000","102W/310-330 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/102w-310-330-oxford-street-bondi-junction-nsw-2022-2018989820,460000.0
"$1,000,000","606/79 Oxford Street, BONDI JUNCTION NSW 2022",BONDI JUNCTION,0,1,0,Studio,https://www.domain.com.au/606-79-oxford-street-bondi-junction-nsw-2022-2019777021,1000000.0
"Auction Guide $2,900,000","2-4 Notts Avenue, BONDI BEACH NSW 2026",BONDI BEACH,20,20,1,Apartment / Unit / Flat,https://www.domain.com.au/2-4-notts-avenue-bondi-beach-nsw-2026-2019038862,2900000.0
Contact Agent,"1001/1 Spring St, BONDI JUNCTION NSW 2022",BONDI JUNCTION,3,2,3,Apartment / Unit / Flat,https://www.domain.com.au/1001-1-spring-st-bondi-junction-nsw-2022-2019333608,
"$1,985,000",10/315 Bondi Road,Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/10-315-bondi-road-bondi-nsw-2026-2019910077,1985000.0
"$1,015,000",21/211 Old South Head Road,Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/21-211-old-south-head-road-bondi-nsw-2026-2019916420,1015000.0
"$1,232,000",3C/39-41 Penkivil Street,Bondi,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3c-39-41-penkivil-street-bondi-nsw-2026-2019948234,1232000.0
Auction,"22/15-17 Balgowlah Road, MANLY NSW 2095",MANLY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/22-15-17-balgowlah-road-manly-nsw-2095-2020121292,
"Price Guide $2,400,000 - $2,640,000","206/2 Wentworth Street, MANLY NSW 2095",MANLY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/206-2-wentworth-street-manly-nsw-2095-2020091981,2400000.0
Auction,"24/1 Osborne Road, MANLY NSW 2095",MANLY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/24-1-osborne-road-manly-nsw-2095-2020121453,
Auction,"20/62 North Steyne, MANLY NSW 2095",MANLY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/20-62-north-steyne-manly-nsw-2095-2020117511,
"Auction Guide $1,400,000","30/1 Osborne Road, MANLY NSW 2095",MANLY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/30-1-osborne-road-manly-nsw-2095-2019505347,1400000.0
